YEAR,MONTH,DATE,STORE_CODE,CLASS,DIVISION,SEASON,NONINVENTORY,NET_SALE_QTY,NET_SALE_MRPVALUE,NET_SALE_VALUE,FRESH_SALE_QTY,FRESH_SALE_VALUE,DISCOUNTED_SALE_QTY,DISCOUNTED_SALE_VALUE,TAXAMT,NET_SALE_COSTVALUE
2020,Sep,2020-09-30,CBML-344,FO,T-SHIRT,SS-19,No,5,7395,3697.5,0,0,5,3697.5,176.08,1632
2020,Sep,2020-09-30,CBML-269,FO,SHIRT,FW-19,No,4,7596,3798,0,0,4,3798,180.86,1430.5
2020,Sep,2020-09-30,CBML-246,EBO,JEANS,SS-19,No,-1,-2199,-1429.35,0,0,-1,-1429.35,-153.13,-503.26
2020,Sep,2020-09-30,CBML-071,EBO,MASK,AW-20,No,3,747,747,3,747,0,0,35.58,160.76
2020,Sep,2020-09-30,CBML-440,FO,JACKET,AW-19,No,-3,-19097,-9548.5,0,0,-3,-9548.5,-1023.02,-3547.58
2020,Sep,2020-09-30,CBML-431,DB,T-SHIRT,SS-20,No,8,11592,7675,2,3298,6,4377,561.78,2424
2020,Sep,2020-09-30,CBML-266,FO,JEANS,SS-19,No,11,38389,19634.3,0,0,11,19634.3,2103.68,8226.54
2020,Sep,2020-09-30,CBML-356,FO,MASK,AW-20,No,4,996,996,4,996,0,0,47.44,223.06
2020,Sep,2020-09-30,CBML-355,EBO,SHIRT,AW-20,No,16,29484,29484,16,29484,0,0,3159.12,6009.48
2020,Sep,2020-09-30,CBML-353,FO,JACKET,AW-19,No,8,27092,13546,0,0,8,13546,1451.34,6452.39
2020,Sep,2020-09-30,CBML-184,EBO,SHIRT,SS-20,No,168,332132,198400.05,35,64965,133,133435.05,20954.24,67139.96
2020,Sep,2020-09-30,CBML-439,EBO,MASK,AW-20,No,2,498,498,2,498,0,0,23.72,107.53
2020,Sep,2020-09-30,CBML-152,EBO,TROUSER,SS-20,No,4,14396,8637.6,0,0,4,8637.6,925.44,2470.76
2020,Sep,2020-09-30,CBML-375,EBO,JEANS,SS-20,No,12,35488,21292.8,0,0,12,21292.8,2281.4,7351.22
2020,Sep,2020-09-30,CBML-326,EBO,TROUSER,SS-20,No,9,27991,16794.6,0,0,9,16794.6,1799.44,5275.63
2020,Sep,2020-09-30,CBML-372,EBO,JEANS,AW-20,No,4,12696,12696,4,12696,0,0,1360.28,2608.38
2020,Sep,2020-09-30,CBML-406,EBO,MASK,AW-20,No,7,1743,1743,7,1743,0,0,83.02,383.82
2020,Sep,2020-09-30,CBML-368,EBO,SWEATERS,AW-19,No,2,5598,2799,0,0,2,2799,299.88,1048.34
2020,Sep,2020-09-30,CBML-272,FO,T-SHIRT,FS-19,No,8,10942,5471,0,0,8,5471,260.48,2537
2020,Sep,2020-09-30,CBML-355,EBO,JEANS,AW-20,No,1,2899,2899,1,2899,0,0,310.6,613.84
2020,Sep,2020-09-30,CBML-211,EBO,JEANS,SS-19,No,-3,-7697,-6047.5,-2,-4398,-1,-1649.5,-647.96,-1760.21
2020,Sep,2020-09-30,CBML-126,EBO,JEANS,CLS,No,3,6597,3958.2,0,0,3,3958.2,424.08,1650
2020,Sep,2020-09-30,CBML-423,FO,SHIRT,FW-19,No,5,10395,5197.5,0,0,5,5197.5,390.32,2088.05
2020,Sep,2020-09-30,CBML-204,EBO,SHIRT,AW-19,No,-2,-4098,-2049,0,0,-2,-2049,-163.02,-830.08
2020,Sep,2020-09-30,CBML-073,FO,ACCESSORIES,A-19,No,12,35688,17844,0,0,12,17844,2721.98,9982.85
2020,Sep,2020-09-30,CBML-306,FO,ACCESSORIES,S-18,No,3,11397,1500,0,0,3,1500,71.42,2022.354
2020,Sep,2020-09-30,CBML-276,FO,JEANS,AW-18,No,2,6998,3499,0,0,2,3499,374.88,1800
2020,Sep,2020-09-30,CBML-364,FO,ACCESSORIES,A-19,No,2,6098,3049,0,0,2,3049,465.1,1738.29
2020,Sep,2020-09-30,CBML-302,FO,ACCESSORIES,S-20,No,2,5598,3358.8,0,0,2,3358.8,512.36,1814.51
2020,Sep,2020-09-30,CBML-171,EBO,JEANS,CLS,No,1,2199,1319.4,0,0,1,1319.4,141.36,550
2020,Sep,2020-09-30,CBML-214,EBO,JEANS,AW-17,No,-1,-3699,-3699,-1,-3699,0,0,-396.32,-1006.318
2020,Sep,2020-09-30,CBML-359,EBO,SHIRT,AW-18,No,-3,-5997,-2998.5,0,0,-3,-2998.5,-142.8,-1099.68
2020,Sep,2020-09-30,CBML-450,EBO,JEANS,AW-20,No,3,10297,10297,3,10297,0,0,1103.24,1977.37
2020,Sep,2020-09-30,CBML-345,EBO,JEANS,CLS,No,2,4398,2858.7,0,0,2,2858.7,306.28,1057.15
2020,Sep,2020-09-30,CBML-235,FO,JACKET,AW-19,No,1,5499,2749.5,0,0,1,2749.5,294.58,1080.6
2020,Sep,2020-09-30,CBML-302,FO,JEANS,SS-19,No,3,9097,4988.3,0,0,3,4988.3,534.46,1993.85
2020,Sep,2020-09-30,CBML-322,EBO,ACCESSORIES,S-20,No,4,11196,6717.6,0,0,4,6717.6,1024.7,3674.12
2020,Sep,2020-09-30,CBML-428,EBO,JEANS,AW-19,No,1,3099,1549.5,0,0,1,1549.5,166.02,635.54
2020,Sep,2020-09-30,CBML-244,EBO,SHIRT,AW-20,No,5,9895,9895,5,9895,0,0,1060.2,1939.17
2020,Sep,2020-09-30,CBML-404,FO,JEANS,AW-18,No,-1,-3199,-1599.5,0,0,-1,-1599.5,-171.38,-646.34
2020,Sep,2020-09-30,CBML-423,FO,ACCESSORIES,S-19,No,1,3599,1799.5,0,0,1,1799.5,274.5,814.75
2020,Sep,2020-09-30,CBML-430,DB,JEANS,SS-19,No,1,2199,1539.3,0,0,1,1539.3,164.92,519.42
2020,Sep,2020-09-30,CBML-149,EBO,TROUSER,SS-20,No,5,17995,12416.55,0,0,5,12416.55,1330.34,3089.62
2020,Sep,2020-09-30,CBML-290,FO,JOGGERS,AW-19,No,4,12796,6398,0,0,4,6398,685.48,2841.46
2020,Sep,2020-09-30,CBML-112,EBO,TROUSER,SS-20,No,2,4998,3373.65,0,0,2,3373.65,388.12,1089.98
2020,Sep,2020-09-30,CBML-404,FO,JEANS,CLS,No,3,6597,4727.85,0,0,3,4727.85,506.54,1630.32
2020,Sep,2020-09-30,CBML-268,FO,JACKET,AW-19,No,1,3999,1999.5,0,0,1,1999.5,214.23,939.98
2020,Sep,2020-09-30,CBML-024,EBO,TROUSER,SS-19,No,1,3599,1799.5,0,0,1,1799.5,192.8,699.89
2020,Sep,2020-09-30,CBML-108,EBO,JEANS,CLS,No,3,6597,4398,0,0,3,4398,471.2,1584.91
2020,Sep,2020-09-30,CBML-409,EBO,JEANS,AW-20,No,11,34289,34289,11,34289,0,0,3673.8,6658.82
2020,Sep,2020-09-30,CBML-342,EBO,JEANS,SS-19,No,1,2199,2199,1,2199,0,0,235.6,541
2020,Sep,2020-09-30,CBML-295,FO,JEANS,SS-20,No,2,5598,4198.5,0,0,2,4198.5,449.84,1126.66
2020,Sep,2020-09-30,CBML-434,FO,JOGGERS,SS-19,No,2,4998,2499,0,0,2,2499,267.76,1160
2020,Sep,2020-09-30,CBML-289,EBO,SHIRT,AW-20,No,14,26086,26086,14,26086,0,0,2795.02,5366.34
2020,Sep,2020-09-30,CBML-380,EBO,SHIRT,AW-20,No,2,3898,3898,2,3898,0,0,417.66,788.6
2020,Sep,2020-09-30,CBML-205,EBO,TROUSER,SS-20,No,4,12196,6777.75,0,0,4,6777.75,726.2,2332.97
2020,Sep,2020-09-30,CBML-148,FO,JOGGERS,FW-19,No,1,2599,1299.5,0,0,1,1299.5,139.24,540
2020,Sep,2020-09-30,CBML-190,EBO,SHIRT,AW-19,No,1,2499,1249.5,0,0,1,1249.5,133.88,535.68
2020,Sep,2020-09-30,CBML-344,FO,MASK,AW-20,No,4,996,996,4,996,0,0,47.44,213.99
2020,Sep,2020-09-30,CBML-069,EBO,JEANS,SS-19,No,1,2199,1539.3,0,0,1,1539.3,164.92,519.42
2020,Sep,2020-09-30,CBML-059,EBO,JEANS,CLS,No,2,4398,2638.8,0,0,2,2638.8,282.72,1100
2020,Sep,2020-09-30,CBML-089,EBO,JEANS,SS-19,No,4,8796,6157.2,0,0,4,6157.2,659.68,2077.68
2020,Sep,2020-09-30,CBML-038,EBO,JEANS,AW-20,No,1,2899,2899,1,2899,0,0,310.6,613.84
2020,Sep,2020-09-30,CBML-327,EBO,SHIRT,AW-20,No,7,14293,14293,7,14293,0,0,1531.4,2867.31
2020,Sep,2020-09-30,CBML-349,FO,BLAZER,AW-19,No,1,5999,2999.5,0,0,1,2999.5,321.38,1334.55
2020,Sep,2020-09-30,CBML-459,EBO,T-SHIRT,SS-20,No,66,89934,48186.4,30,43570,36,4616.4,4590.7,18441
2020,Sep,2020-09-30,CBML-344,FO,SHIRT,AW-18,No,6,11694,5847,0,0,6,5847,343.9,2419.97
2020,Sep,2020-09-30,CBML-080,EBO,T-SHIRT,AW-20,No,6,8394,8394,6,8394,0,0,899.34,1722
2020,Sep,2020-09-30,CBML-266,FO,T-SHIRT,FW-19,No,1,2199,1099.5,0,0,1,1099.5,117.8,405
2020,Sep,2020-09-30,CBML-370,EBO,SHIRT,AW-20,No,1,1699,1699,1,1699,0,0,182.04,311.75
2020,Sep,2020-09-30,CBML-302,FO,TROUSER,AW-18,No,3,10297,5148.5,0,0,3,5148.5,551.62,1937.02
2020,Sep,2020-09-30,CBML-085,FO,JACKET,AW-19,No,1,3799,1899.5,0,0,1,1899.5,203.52,802.85
2020,Sep,2020-09-30,CBML-447,EBO,JEANS,AW-20,No,7,23493,23493,7,23493,0,0,2517.08,4344.96
2020,Sep,2020-09-30,CBML-246,EBO,ACCESSORIES,A-19,No,1,2799,1399.5,0,0,1,1399.5,213.48,783.4
2020,Sep,2020-09-30,CBML-433,EBO,MASK,AW-20,No,4,996,996,4,996,0,0,47.44,223.06
2020,Sep,2020-09-30,CBML-372,EBO,JEANS,CLS,No,1,2199,1319.4,0,0,1,1319.4,141.36,550
2020,Sep,2020-09-30,CBML-390,EBO,JEANS,SS-19,No,1,2199,2103.19,0,0,1,2103.19,225.34,541
2020,Sep,2020-09-30,CBML-125,EBO,JEANS,AW-19,No,1,3099,1549.5,0,0,1,1549.5,166.02,613.41
2020,Sep,2020-09-30,CBML-177,EBO,SHIRT,AW-20,No,9,20391,20391,9,20391,0,0,2184.76,4377.11
2020,Sep,2020-09-30,CBML-421,EBO,TROUSER,AW-19,No,1,2799,1399.5,0,0,1,1399.5,149.94,578.13
2020,Sep,2020-09-30,CBML-066,EBO,SHIRT,AW-20,No,13,29087,29087,13,29087,0,0,3116.5,5843.98
2020,Sep,2020-09-30,CBML-097,EBO,SHIRT,AW-20,No,3,6497,6497,3,6497,0,0,696.1,1263.37
2020,Sep,2020-09-30,CBML-306,FO,JOGGERS,FW-19,No,1,2599,1299.5,0,0,1,1299.5,139.24,560
2020,Sep,2020-09-30,CBML-295,FO,JEANS,SS-19,No,8,25292,13525.6,0,0,8,13525.6,1449.14,5547.2
2020,Sep,2020-09-30,CBML-425,EBO,JEANS,AW-20,No,2,7398,7398,2,7398,0,0,792.64,1233
2020,Sep,2020-09-30,CBML-302,FO,JOGGERS,SS-19,No,1,2299,1149.5,0,0,1,1149.5,123.16,560
2020,Sep,2020-09-30,CBML-319,EBO,SHIRT,AW-20,No,4,8796,8796,4,8796,0,0,942.44,2034.88
2020,Sep,2020-09-30,CBML-202,EBO,JEANS,SS-19,No,-1,-2199,-1539.3,0,0,-1,-1539.3,-164.92,-519.42
2020,Sep,2020-09-30,CBML-319,EBO,JEANS,CLS,No,1,2199,1319.4,0,0,1,1319.4,141.36,550
2020,Sep,2020-09-30,CBML-187,EBO,JEANS,AW-20,No,9,30991,30991,9,30991,0,0,3320.44,5660.06
2020,Sep,2020-09-30,CBML-429,EBO,JEANS,CLS,No,1,2199,1319.4,0,0,1,1319.4,141.36,507.15
2020,Sep,2020-09-30,CBML-120,EBO,JEANS,AW-20,No,-1,-3599,-3599,-1,-3599,0,0,-385.6,-634.52
2020,Sep,2020-09-30,CBML-064,EBO,TROUSER,SS-20,No,4,13296,7977.6,0,0,4,7977.6,854.74,2422.06
2020,Sep,2020-09-30,CBML-017,EBO,JEANS,AW-19,No,1,3799,2279.4,0,0,1,2279.4,244.22,631.856
2020,Sep,2020-09-30,CBML-424,EBO,JEANS,CLS,No,2,4398,2638.8,0,0,2,2638.8,282.72,1100
2020,Sep,2020-09-30,CBML-272,FO,JOGGERS,FW-19,No,1,2599,1299.5,0,0,1,1299.5,139.24,560
2020,Sep,2020-09-30,CBML-301,FO,JEANS,SS-20,No,2,6798,4078.8,0,0,2,4078.8,437.02,1264.25
2020,Sep,2020-09-30,CBML-211,EBO,SHIRT,AW-20,No,8,15942,15942,8,15942,0,0,1708.12,3305.62
2020,Sep,2020-09-30,CBML-361,EBO,SHIRT,FW-19,No,1,1799,899.5,0,0,1,899.5,42.84,354.9
2020,Sep,2020-09-30,CBML-451,EBO,SHIRT,AW-20,No,2,4898,4898,2,4898,0,0,524.78,1031.57
2020,Sep,2020-09-30,CBML-299,EBO,SHIRT,AW-19,No,2,4898,2449,0,0,2,2449,201.4,1006.17
2020,Sep,2020-09-30,CBML-253,EBO,JEANS,AW-20,No,2,6498,6498,2,6498,0,0,696.2,1345.44
2020,Sep,2020-09-30,CBML-006,FO,T-SHIRT,FW-19,No,2,3198,1599,0,0,2,1599,76.16,710
2020,Sep,2020-09-30,CBML-434,FO,TROUSER,SS-19,No,3,8997,4498.5,0,0,3,4498.5,481.96,1674.83
2020,Sep,2020-09-30,CBML-312,EBO,JEANS,AW-19,No,-1,-3399,-1699.5,0,0,-1,-1699.5,-182.08,-705.86
2020,Sep,2020-09-30,CBML-148,FO,SHIRT,SS-20,No,2,3998,2398.8,0,0,2,2398.8,196.34,757.49
2020,Sep,2020-09-30,CBML-088,EBO,SHIRT,AW-20,No,5,10495,10495,5,10495,0,0,1124.48,2309.58
2020,Sep,2020-09-30,CBML-320,EBO,SHIRT,AW-20,No,1,1799,1799,1,1799,0,0,192.76,385.92
2020,Sep,2020-09-30,CBML-281,EBO,JEANS,AW-20,No,6,21994,21994,6,21994,0,0,2356.48,3857.72
2020,Sep,2020-09-30,CBML-340,FO,MASK,AW-20,No,2,498,498,2,498,0,0,23.72,114.46
2020,Sep,2020-09-30,CBML-237,EBO,JEANS,AW-20,No,1,2999,2999,1,2999,0,0,321.32,566
2020,Sep,2020-09-30,CBML-351,FO,ACCESSORIES,A-19,No,1,3499,1749.5,0,0,1,1749.5,266.88,967.67
2020,Sep,2020-09-30,CBML-128,EBO,JEANS,SS-19,No,-1,-2199,-1539.3,0,0,-1,-1539.3,-164.92,-565
2020,Sep,2020-09-30,CBML-429,EBO,SHIRT,AW-20,No,9,19491,19491,9,19491,0,0,2088.34,4163.92
2020,Sep,2020-09-30,CBML-429,EBO,JEANS,AW-20,No,5,18295,18295,5,18295,0,0,1960.16,3400.32
2020,Sep,2020-09-30,CBML-210,EBO,MASK,AW-20,No,1,249,249,1,249,0,0,11.86,57.23
2020,Sep,2020-09-30,CBML-202,EBO,JEANS,AW-20,No,2,6698,6698,2,6698,0,0,717.64,1214.18
2020,Sep,2020-09-30,CBML-362,EBO,JEANS,AW-20,No,3,10197,10197,3,10197,0,0,1092.52,1979.5
2020,Sep,2020-09-30,CBML-188,EBO,TROUSER,SS-20,No,1,2499,1499.4,0,0,1,1499.4,160.66,544.99
2020,Sep,2020-09-30,CBML-012,EBO,SHIRT,AW-20,No,5,10995,10995,5,10995,0,0,1178.06,2321.15
2020,Sep,2020-09-30,CBML-267,EBO,JEANS,AW-20,No,3,9197,9197,3,9197,0,0,985.4,1888.52
2020,Sep,2020-09-30,CBML-095,EBO,ACCESSORIES,S-19,No,1,3199,1599.5,0,0,1,1599.5,244,849.074
2020,Sep,2020-09-30,CBML-205,EBO,JEANS,AW-20,No,1,3599,3599,1,3599,0,0,385.6,634.52
2020,Sep,2020-09-30,CBML-415,EBO,JEANS,SS-19,No,1,2199,1539.3,0,0,1,1539.3,164.92,554
2020,Sep,2020-09-30,CBML-168,EBO,JEANS,AW-20,No,3,8797,8797,3,8797,0,0,942.52,1841.06
2020,Sep,2020-09-30,CBML-237,EBO,SHIRT,AW-20,No,3,6497,6497,3,6497,0,0,696.12,1492.3
2020,Sep,2020-09-30,CBML-185,EBO,JEANS,SS-19,No,1,2199,1539.3,0,0,1,1539.3,164.92,519.42
2020,Sep,2020-09-30,CBML-107,EBO,JEANS,SS-19,No,0,0,0,0,0,0,0,0,-50.02
2020,Sep,2020-09-30,CBML-060,EBO,JEANS,AW-19,No,-1,-2599,-1559.4,0,0,-1,-1559.4,-167.08,-576.93
2020,Sep,2020-09-30,CBML-069,EBO,JEANS,AW-20,No,2,7398,7398,2,7398,0,0,792.64,1271.56
2020,Sep,2020-09-30,CBML-366,FO,T-SHIRT,FW-18,No,-1,-1499,-749.5,0,0,-1,-749.5,-35.7,-365
2020,Sep,2020-09-30,CBML-089,EBO,ACCESSORIES,S-20,No,1,3099,1859.4,0,0,1,1859.4,283.64,1009.2
2020,Sep,2020-09-30,CBML-128,EBO,SHIRT,AW-20,No,1,2199,2199,1,2199,0,0,235.6,407.89
2020,Sep,2020-09-30,CBML-232,FO,JOGGERS,SS-19,No,2,4598,2299,0,0,2,2299,246.32,1160
2020,Sep,2020-09-30,CBML-420,EBO,JEANS,AW-19,No,-1,-2699,-1349.5,0,0,-1,-1349.5,-144.58,-615.85
2020,Sep,2020-09-30,CBML-450,EBO,T-SHIRT,SS-20,No,64,84936,51555.85,3,4297,61,47258.85,3146.52,17252
2020,Sep,2020-09-30,CBML-372,EBO,T-SHIRT,SS-20,No,89,130411,63052.65,35,52965,54,10087.65,5917.4,26500
2020,Sep,2020-09-30,CBML-359,EBO,SHIRT,SS-20,No,188,362012,199641.5,42,79508,146,120133.5,20723.42,72086.51
2020,Sep,2020-09-30,CBML-333,EBO,SHIRT,SS-20,No,298,570802,334323,67,125283,231,209040,34275.78,114892.9
2020,Sep,2020-09-30,CBML-249,EBO,T-SHIRT,SS-20,No,76,109724,52843.65,38,55962,38,-3118.35,5205.14,22772
2020,Sep,2020-09-30,CBML-202,EBO,SHIRT,SS-20,No,317,613533,351898.9,47,84853,270,267045.9,36430.3,121755.65
2020,Sep,2020-09-30,CBML-344,FO,JEANS,AW-19,No,48,159952,79976,0,0,48,79976,8568.84,33022.45
2020,Sep,2020-09-30,CBML-037,EBO,SHIRT,SS-20,No,219,414181,240384.3,63,114487,156,125897.3,25106.96,81864.98
2020,Sep,2020-09-30,CBML-369,FO,SHIRT,AW-18,No,-1,-2199,-1099.5,0,0,-1,-1099.5,-52.36,-478.02
2020,Sep,2020-09-30,CBML-369,FO,JEANS,SS-19,No,16,46784,26250.7,1,2199,15,24051.7,2812.52,10490.89
2020,Sep,2020-09-30,CBML-454,EBO,T-SHIRT,FW-19,No,32,47968,23984,0,0,32,23984,1284.96,10480
2020,Sep,2020-09-30,CBML-126,EBO,JEANS,SS-20,No,114,388686,234726.15,0,0,114,234726.15,25149.54,75280.63
2020,Sep,2020-09-30,CBML-451,EBO,SHIRT,SS-20,No,177,344173,205767.05,30,52670,147,153097.05,21683.08,67556.15
2020,Sep,2020-09-30,CBML-097,EBO,JEANS,SS-20,No,43,146457,88339.05,0,0,43,88339.05,9465.02,28221.39
2020,Sep,2020-09-30,CBML-430,DB,T-SHIRT,SS-20,No,97,120603,61521.15,46,57654,51,3867.15,5088.96,24804
2020,Sep,2020-09-30,CBML-426,FO,SHIRT,AW-19,No,123,252377,126188.5,0,0,123,126188.5,8286.64,50656.18
2020,Sep,2020-09-30,CBML-116,EBO,SHIRT,SS-20,No,147,282253,169298.3,30,55670,117,113628.3,18018.22,56156.9
2020,Sep,2020-09-30,CBML-210,EBO,JEANS,AW-19,No,-1,-2899,-1449.5,0,0,-1,-1449.5,-155.3,-700.42
2020,Sep,2020-09-30,CBML-066,EBO,T-SHIRT,SS-20,No,135,184565,94767.3,62,86538,73,8229.3,8609.82,38307
2020,Sep,2020-09-30,CBML-246,EBO,JEANS,CLS,No,10,21990,15393,-1,-2199,11,17592,1649.25,5371.45
2020,Sep,2020-09-30,CBML-133,EBO,T-SHIRT,SS-20,No,58,75442,39220.85,26,35474,32,3746.85,3372.7,15909
2020,Sep,2020-09-30,CBML-292,FO,T-SHIRT,SS-19,No,22,29578,14789,0,0,22,14789,704.3,6225
2020,Sep,2020-09-30,CBML-299,EBO,MASK,AW-20,No,16,3984,3984,16,3984,0,0,189.76,893.03
2020,Sep,2020-09-30,CBML-054,EBO,SHIRT,SS-20,No,147,275403,163533.1,38,66862,109,96671.1,17097.26,54592.28
2020,Sep,2020-09-30,CBML-380,EBO,ACCESSORIES,S-20,No,4,11096,6657.6,0,0,4,6657.6,1015.56,3292.27
2020,Sep,2020-09-30,CBML-125,EBO,T-SHIRT,SS-20,No,69,104431,45670.2,25,38475,44,7195.2,4346,21493
2020,Sep,2020-09-30,CBML-125,EBO,JEANS,SS-20,No,61,205739,125437.8,0,0,61,125437.8,13439.98,39955.27
2020,Sep,2020-09-30,CBML-249,EBO,SHIRT,SS-20,No,229,439021,247442,47,83603,182,163839,26085.72,86955.3
2020,Sep,2020-09-30,CBML-352,FO,SHIRT,SS-19,No,21,41679,20839.5,0,0,21,20839.5,1059.38,8496.23
2020,Sep,2020-09-30,CBML-422,DB,SHIRT,SS-20,No,82,157818,91998.15,17,33333,65,58665.15,9432.36,31295.82
2020,Sep,2020-09-30,CBML-378,EBO,SHIRT,SS-20,No,125,235125,141782,1,1599,124,140183,13811.82,46545.7
2020,Sep,2020-09-30,CBML-407,EBO,JEANS,SS-20,No,60,207840,124614,0,0,60,124614,13351.64,39135.89
2020,Sep,2020-09-30,CBML-460,EBO,T-SHIRT,SS-20,No,195,273805,136215.7,82,121918,113,14297.7,13086.24,56467
2020,Sep,2020-09-30,CBML-076,EBO,JEANS,SS-20,No,91,307209,186484.65,0,0,91,186484.65,19980.78,59953.87
2020,Sep,2020-09-30,CBML-035,EBO,SHIRT,SS-20,No,358,692492,404714.65,73,135577,285,269137.65,42387.17,136491.66
2020,Sep,2020-09-30,CBML-035,EBO,TROUSER,SS-20,No,12,39888,23932.8,0,0,12,23932.8,2564.22,7217.4
2020,Sep,2020-09-30,CBML-438,DB,T-SHIRT,SS-20,No,31,44269,22744.25,12,17288,19,5456.25,2064.58,9007
2020,Sep,2020-09-30,CBML-167,EBO,MASK,AW-20,No,5,1245,1245,5,1245,0,0,59.3,275.22
2020,Sep,2020-09-30,CBML-455,EBO,T-SHIRT,SS-20,No,131,178469,104952.95,2,2898,129,102054.95,5310.14,36771
2020,Sep,2020-09-30,CBML-455,EBO,JEANS,SS-20,No,130,442570,264982.2,0,0,130,264982.2,28391.22,86327.76
2020,Sep,2020-09-30,CBML-290,FO,JEANS,AW-19,No,82,279418,139544.57,0,0,82,139544.57,14951.1,58135.24
2020,Sep,2020-09-30,CBML-089,EBO,TROUSER,SS-20,No,6,19394,11636.4,0,0,6,11636.4,1246.76,3559.96
2020,Sep,2020-09-30,CBML-302,FO,JEANS,AW-19,No,38,124762,62381,0,0,38,62381,6683.6,25948.79
2020,Sep,2020-09-30,CBML-002,EBO,T-SHIRT,SS-20,No,16,23584,12192,8,12192,8,0,1246.82,4918
2020,Sep,2020-09-30,CBML-418,EBO,T-SHIRT,SS-20,No,52,67948,29167.75,20,26080,32,3087.75,2489.46,14323
2020,Sep,2020-09-30,CBML-348,EBO,TROUSER,SS-20,No,13,42387,25972.05,0,0,13,25972.05,2782.72,7780.73
2020,Sep,2020-09-30,CBML-451,EBO,ACCESSORIES,A-19,No,6,17294,8647,0,0,6,8647,1319.04,4823.15
2020,Sep,2020-09-30,CBML-454,EBO,SHIRT,SS-20,No,55,102795,66789.4,5,9445,50,57344.4,6792.04,20863.17
2020,Sep,2020-09-30,CBML-224,EBO,JEANS,SS-20,No,145,492955,297467.55,0,0,145,297467.55,31871.92,96202.54
2020,Sep,2020-09-30,CBML-189,EBO,ACCESSORIES,S-20,No,6,16394,9836.4,0,0,6,9836.4,1500.46,5474.8
2020,Sep,2020-09-30,CBML-189,EBO,MASK,AW-20,No,49,12201,12201,49,12201,0,0,581.14,2662.18
2020,Sep,2020-09-30,CBML-361,EBO,SHIRT,SS-20,No,195,382005,218009.72,-10,-19140,205,237149.72,22937.49,75326.47
2020,Sep,2020-09-30,CBML-378,EBO,T-SHIRT,SS-20,No,61,88739,53842.95,0,0,61,53842.95,2575.28,18585
2020,Sep,2020-09-30,CBML-301,FO,SHIRT,SS-19,No,27,52973,26486.5,0,0,27,26486.5,1606.44,10295.53
2020,Sep,2020-09-30,CBML-301,FO,MASK,AW-20,No,7,1743,1743,7,1743,0,0,83.02,376.89
2020,Sep,2020-09-30,CBML-386,EBO,T-SHIRT,SS-20,No,121,165879,98587.9,1,1699,120,96888.9,4795.44,34625
2020,Sep,2020-09-30,CBML-433,EBO,SHIRT,SS-20,No,58,112892,68387.5,-1,-1799,59,70186.5,6797.94,23220.5
2020,Sep,2020-09-30,CBML-248,EBO,T-SHIRT,SS-20,No,119,172181,86511.5,43,63257,76,23254.5,7409.14,35485
2020,Sep,2020-09-30,CBML-030,EBO,JEANS,SS-20,No,50,167150,100784.85,0,0,50,100784.85,10798.52,32971.14
2020,Sep,2020-09-30,CBML-406,EBO,SHIRT,SS-20,No,95,177605,108012.65,26,45674,69,62338.65,11451.7,35102.81
2020,Sep,2020-09-30,CBML-353,FO,SHIRT,FW-19,No,10,19040,9520,0,0,10,9520,529.24,3618.96
2020,Sep,2020-09-30,CBML-353,FO,T-SHIRT,AW-19,No,38,63562,31781,0,0,38,31781,1724.84,13721
2020,Sep,2020-09-30,CBML-242,EBO,SHIRT,SS-20,No,154,288196,169785.85,38,69412,116,100373.85,17413.62,56306.77
2020,Sep,2020-09-30,CBML-242,EBO,T-SHIRT,SS-20,No,97,131403,63894,40,56160,57,7734,5624.36,27485
2020,Sep,2020-09-30,CBML-042,EBO,T-SHIRT,SS-20,No,70,91530,46285.45,26,36274,44,10011.45,4057,19135
2020,Sep,2020-09-30,CBML-365,FO,SHIRT,AW-19,No,173,357527,178763.5,0,0,173,178763.5,12014.66,72494.6
2020,Sep,2020-09-30,CBML-088,EBO,SHIRT,SS-20,No,238,453362,269154.75,42,75408,196,193746.75,28121.48,89905.99
2020,Sep,2020-09-30,CBML-071,EBO,SHIRT,SS-20,No,159,301541,177501.95,32,56318,127,121183.95,18420.76,59949.19
2020,Sep,2020-09-30,CBML-366,FO,T-SHIRT,AW-19,No,4,7096,3548,0,0,4,3548,168.98,1399
2020,Sep,2020-09-30,CBML-366,FO,T-SHIRT,SS-20,No,24,32376,19960.2,1,999,23,18961.2,1017.36,6721
2020,Sep,2020-09-30,CBML-147,EBO,T-SHIRT,SS-20,No,63,86337,51662.3,1,1199,62,50463.3,2598.26,17894
2020,Sep,2020-09-30,CBML-069,EBO,JEANS,SS-20,No,61,202739,123562.8,0,0,61,123562.8,13239,39260.33
2020,Sep,2020-09-30,CBML-150,EBO,T-SHIRT,SS-20,No,57,80043,39252.8,23,33377,34,5875.8,3570.5,16749
2020,Sep,2020-09-30,CBML-424,EBO,SHIRT,SS-20,No,75,148525,88190.9,9,16091,66,72099.9,9031.64,29741.77
2020,Sep,2020-09-30,CBML-405,EBO,T-SHIRT,SS-20,No,114,161886,93941.12,2,2998,112,90943.12,4499.78,33205
2020,Sep,2020-09-30,CBML-364,FO,SHIRT,SS-19,No,34,70066,35033,0,0,34,35033,2258.85,14303.06
